comment,replies,date,user_name
This video made me genuinely sad as it went on. Seeing it get worse and worse really hurt. 😢,[],2019-07-04T20:57:43Z,@ChanceKaalo
The fight at 20 mins was seriously fixed. For sure,[],2019-07-04T02:32:39Z,@rushnready
Parce que les Français nam pas ça,[],2019-07-02T21:56:12Z,@fabe7181
"Tyson fought a bunch of bums in his prime. 
Fought all the elite fighters when he wasnt in his prime",[],2019-07-02T14:48:58Z,@botfields_hardcoregamer6401
"Only if Tyson never did business with Snake ass DonKing 🖕🏼
His career could of lasted so much longer",[],2019-07-02T05:50:07Z,@jameszahendrix8697
"""Conducts himself as if someone stole something from him""
Couldn't have put it better myself. What a beast",[],2019-07-02T04:12:32Z,@philchickun95
Drugs and sex ruin a man's career a fucking shame.,[],2019-07-01T20:40:39Z,@A3R0101
"24.05 Holyfield should of been disqualified instantly and jailed for assault for that headbutt. Holyfield a great fighter but that’s fucking disgraceful. He could of seriously hurt him right there, win fairly don’t cheat!!!",[],2019-07-01T14:52:36Z,@humanforfreedom9583
i'm just here for the o.g 'perfect timing',[],2019-06-29T19:39:46Z,@alulim7
Mike knocked out more muggs then it took for me to comment! 👊,[],2019-06-29T06:01:21Z,@flightofapaullo72
"""....This will be a way to let everyone know that Donny Long is on his back...""
(5:25)",[],2019-06-28T13:58:28Z,@jac9963
You could see the fear in his opponents eyes after he would drop them or hit em with a haymaker.,[],2019-06-28T07:20:39Z,@breckbilbrey4053
I don't care what anyone says about u Mike I love u. Ppl don't realize how great of a human being you are. Love live the King Iron Mike 🥊🥊,[],2019-06-27T17:43:33Z,@thaghozt215
When you max out your character😂😂,[],2019-06-27T06:04:04Z,@vladdy_thehun3466
Don King deserved rectal cancer,[],2019-06-25T10:45:50Z,@zaheersarang6466
Nobody bitchin about trump back then. MBGA,[],2019-06-25T05:02:11Z,@DeepSouthPal84
"I think all fans are happy to see that he eventually found peace, and how most people can see he's a good man but from a bad environment",[],2019-06-24T23:32:07Z,@TeamOfThe80s
"My god. If Mike would've connected with that Right hook he threw after he dropped Michael Jack Johnson with that liver shot at 5:02 ,  I think he would've killed him .",[],2019-06-23T23:57:38Z,@kevinsnyder1390
"If you didn't see the Cus Mike Tyson, you didn't see Tyson.",[],2019-06-23T21:07:03Z,@gatormark
Who is the man with the grey hair,[],2019-06-21T17:40:46Z,@mikemike9930
A dirty ghetto person who wanna have sex and do drug damn that’s racial fam,[],2019-06-21T08:16:12Z,@LetsTightenUp
27 minutes went by real quick.,[],2019-06-21T02:51:26Z,@Johnrap
"I remember watching Tyson when he was current, and he seemed great then. But watching him now, it's like WTF. He was much better than I remember, and I remember him being pretty good.The best, even.",[],2019-06-21T02:33:56Z,@Johnrap
Only thing lacking in Mike's later career is CUS... :(,[],2019-06-20T03:31:57Z,@theempiricist389
"The people’s champ, this is what boxing should be, most entertaining fighter of all time, he ended people to fast should of played around with his opponents let them think they had a chance and then boom left hook",[],2019-06-18T20:50:50Z,@scouseshamrock2513
David tua would've beat tyson,[],2019-06-18T06:33:12Z,@botfields_hardcoregamer6401
Berbick was trash,[],2019-06-18T06:29:57Z,@botfields_hardcoregamer6401
Overrated,[],2019-06-18T06:17:24Z,@botfields_hardcoregamer6401
If Dildo King and Roger Gibbons hadn't came into his life who knows how far he could have went. He is still the 🐐 imo.,[],2019-06-17T23:04:21Z,@alanbelcher6568
"Don King, what a piece of shit.",[],2019-06-17T17:40:21Z,@sasaradojcic723
"TYSON, my favorite, I've watched almost every piece of footage that consist of TYSON... thank you for this... your videos are truly superior !  no flattery , just raw truth!",[],2019-06-17T04:23:38Z,@foyp3956
"Tyson was bread a fighting machine, but that machine was broken with the sudden change of management. A fighter can't manage himself. Don King was Tyson's downfall.",[],2019-06-17T02:05:51Z,@paulfrancis8836
Love u Mike God bless,[],2019-06-16T07:24:59Z,@jackiesmith9532
"2 words




*PERFECT TIMING*",[],2019-06-15T15:45:48Z,@roioco7856
His interviews were fn lit too 😂😂🔥🔥,[],2019-06-15T13:47:43Z,@shaskins15
"Let me just say that I love the ""boom perfect timing"" soundbite lol",[],2019-06-13T13:14:57Z,@yonastadesse6873
It was like mike Tyson was playing Wii boxing on easy mode,[],2019-06-13T07:23:58Z,@kaxmo69
It’s sad that we never got to see 25-28 year old Mike Tyson... who knows how different his career would have been if he’d been able to fight those years.,[],2019-06-12T23:25:48Z,@studentoftehuti3112
"No disrespect to the GOAT Muhammad Ali, I agree he is the greatest, but Mike Tyson always has been and always will be my favourite boxer of all time. Much love from Scotland.",[],2019-06-12T00:15:36Z,@thegael791
"5:25 ""Just wanna let everybody know that Danny Long is back....in hospital""","['LOL', '😂😂😂😂😂😂😂', 'Lmfao', 'Hahahaha', 'Back . . . . .on the Canvas . . ..']",2019-06-12T00:01:27Z,@thegael791
When you’re going to do a Floyd Mayweather video?,[],2019-06-10T20:36:36Z,@allmight3844
I am born in the wrong era.,[],2019-06-10T11:34:11Z,@laurencesinsay2958
Don king needs to fall down a mountain,[],2019-06-10T02:44:57Z,@ericnelson5321
What is the name of the background music from 6:23 to 7:14?,[],2019-06-09T14:32:44Z,@THAPRETTYKILLLA
"they say mike is dirty,but hollyfield is more dirty for headbudding him and the reff is shit",[],2019-06-09T01:00:40Z,@fidprudentialbsn45
"My father told me that he always saw Tyson's fights with his friends, they bought Pop Corn, but Mike Tyson knocked out his enemies very fast, and the food and those things were too much for so little time. Until one day because of those complications they decided not to see the fight of ""Mike Tyson vs. Buster Douglas""
And they missed the first K.O. what they did to Mike.",[],2019-06-08T15:39:07Z,@martinseara877
"Sadly like Muhammad Ali we didn't see the best of Mike Tyson. What we got was plenty, but it wasn't what he could have been if Cus was alive. Still on if the greatest and most influential boxers to ever lace up a pair of gloves",[],2019-06-08T09:59:55Z,@that_one_dude5288
"Looking at Tyson's record, he is the most overrated boxer of all time",['mark smith not even close'],2019-06-08T03:43:58Z,@slau330
very lucky Holyfield and Lewis fought Mike when they did and not the 1986-88 one . otherwise Mike would have destroyed them . i rest my case .,[],2019-06-06T05:19:52Z,@laddersman
Am I the only childish one laughing at the lady saying a fake dick the way she did 😭😭😂,[],2019-06-02T18:15:22Z,@samirpollard3638
😥😥😥why did they screw Mike Tyson,[],2019-06-02T16:46:20Z,@FredWheezy
The best documentary on Mike tyson I've ever seen.,[],2019-06-01T12:45:52Z,@Imarciano-fd9wy
18:22 that made me feel awkward and I wasn’t even there.,[],2019-06-01T03:28:04Z,@westside_116chino4
Can you imagine how many noses mike Tyson has broken in his career 😳,[],2019-05-29T03:59:23Z,@RyanLBrown9396
Tyson’s left hook = the Hand of Doom,[],2019-05-29T03:31:06Z,@RyanLBrown9396
Prime Mike would have DESTROYED wilder...joshua...fury...mayweather you name them... This man was SAVAGE🔥🔥,"['PRIME TYSON LOST AGINST DOUGLAS ASS GET YOUR FACTSD STRAIGHT', 'phil licitra that was after his prime. After his time in prison after he lost his mentor/father figure, when he started doing cocaine and divorced his wife. He lost way past his prime', '@@alfonsopallan8208 wrong be lost to Douglas in his prime at 23 and before prison get your facts straight', 'The so called Savage was overrated 😂😂😂😂 never beat 1 great fighter ever', 'phil licitra glad he never came across you. You’d make little work of him']",2019-05-25T10:19:41Z,@danielorapeleng5928
the greatest fighter all of time tyson and ali,[],2019-05-20T20:21:11Z,@inekavi
"“Donny Long is back”


Aaaaaaaaanndddd he’s gone",[],2019-05-19T18:15:21Z,@Andrewlang90
How women can ruin yo career,[],2019-05-19T14:43:24Z,@lombardoantonio7778
Don King killed 3 people the 3rd was Mike Tyson.,[],2019-05-18T14:40:40Z,@richmcintyre1178
did anyone else hear the opera at like 1:20,[],2019-05-17T03:49:48Z,@owenschneider9758
The monster,[],2019-05-16T16:09:49Z,@djefardeur7958
I assume yall watched that lenox fight. Lenox woulda won by by points... I cant ignore that push down at the end by lewis tho.,[],2019-05-15T05:30:33Z,@rcut420
"Holyfield  stayed away from Mike while Gus was around, he waited so he's a chump didn't fight Mike at his best..",[],2019-05-13T01:57:09Z,@AnthonyCruzTechnoJedi
Why did you take out the talking where he was telling you about the trainer uplbove the police station    please reply,['Muted by copyright. I just released the new remastered version. Same video but fixed the audio.'],2019-05-11T22:21:17Z,@88im
hey,[],2019-05-11T15:02:31Z,@Towguy99
The new remastered version is now available here: https://www.youtube.com/watch?v=k5OhFPa6mpQ&t=1477s,"['Could you do one for Manny Pacquiao?', '@@psalmco2425 What About Floyd Money Mayweather?', 'Iron Mike Tyson vs George Foreman!', 'Do a Manny pacquiao', 'Joseph Vincent please do Lomachenko movie']",2019-05-10T19:01:55Z,@JoeVincentPresents
Are you able to do soccer players?? Ronaldinho.. Ronaldo..,[],2019-05-10T10:30:55Z,@RonyRiachy
18:03 funniest scene in any movie ever,[],2019-05-10T08:39:01Z,@late494
I used to see Bobby Stewart in my town in upstate new York on a weekly basis of course being a child it never took interest to me being I like basketball but as i grew older I become more open to all sports and one my favorite athletes is Mike Tyson and found out Bobby had trained him a bit.. boy did I ever miss out on a nice chance to ask for a autograph on numerous occasions and a picture he was a really nice guy though and if I'm correct during warmer weather Bobby would always wear shorts with high socks hahaha oh n he always wore a golfers typa hat also.,[],2019-05-10T02:48:16Z,@pistolp21
Brain has left the chat,[],2019-05-08T23:20:32Z,@juanpaz9903
Don king got to him it was over lol,[],2019-05-08T15:10:09Z,@tjordan2757
13:53 She knew what she wanted. And she did it. First time he got knocked out. Down hill in the world for him from then on. The world has nothing to offer. Only Yeshua (Jesus) fills up a heart.,[],2019-05-06T18:10:10Z,@Btw_visit_____todacarne-com
13:53 She knew what she wanted. And she did it. First time he got knocked out. Down hill in the world for him from then on. The world has nothing to offer. Only Yeshua (Jesus) fills up a heart.,[],2019-05-06T18:10:08Z,@Btw_visit_____todacarne-com
There's newer going to be another Mike Tyson that's for sure. !!!!,[],2019-05-06T03:53:23Z,@BlogTornado
"""No fighter wants get ran over by a truck""",[],2019-05-04T21:17:36Z,@charlieclaridge768
"I’m not gonna lie bruh... all these time I used to strongly believe that Muhammad Ali was the greatest Boxer of all time.. heard about Mike Tyson we all know he is ferocious.. but I didn’t look back at mike primed fights.. and my gosh... when I saw this documentary.. I really wanna believe what the majority and what my Father who was born on the late 50’s used to say Ali is the greatest there’s no one like him ( Peace be upon your soul ) 

After watching this... somewhere deep within my soul.. like 40% in me was saying.. damn.. maybe Tyson is THE most complete boxer ever.. yeah I saw klichko fights, Anthony Joshua and fury,wilder... but none of their fight has these raw, powerful , speed , timing.. like Tyson.. now if you could imagine if Smoking joe was replaced by Mike Tyson? Damn..",[],2019-05-04T18:21:25Z,@redkakkarot
Don King is the biggest cancer in boxing history. An absolute first class scumbag.,[],2019-05-04T12:50:23Z,@shanebrown1539
"He is ""...the most ferocious fighting machine that god has ever created!""",[],2019-05-04T04:16:03Z,@fridaynightredzone3744
14:03 brain damage there,[],2019-05-04T00:57:09Z,@deni8814
"Just remember, Donnie Long is back!",[],2019-05-03T21:37:56Z,@latuf12
Do a Derwin James highlights,[],2019-05-03T05:03:04Z,@rooneyamisone2533
Robin never attended Harvard. That is a lie.,[],2019-05-01T00:31:08Z,@OGecalien
"Tyson is such a beast. I hated when Robin the ""leech"" Givens and Don ""Money Hungry"" King entered his life. If he was able to stay on course without their distractions he would be 300 - 0 with 290 Ko's. See how white people built him up and blacks in his life tore him down.",[],2019-04-30T18:29:43Z,@Mr1sammyd21
Iron Mike ❤️,[],2019-04-29T08:39:26Z,@pepeeltoro1759
Mike Tyson in his prime years was the best boxer to ever walk this earth; Change my mind,[],2019-04-28T21:40:47Z,@mehmetk.4972
"There is no doubt in my mind that if Tyson was in a better place during the Douglas fight, he would've easily won. He clearly had too much on his mind, involved in the wrong things and unfocused. Classic Tyson would've ducked those shots and been faster.",[],2019-04-27T20:00:20Z,@rrguitar1
Wow 😮 the video is always blow me away. Another great story. Don King is biggest snake.,[],2019-04-27T17:51:28Z,@marcusrakyat8891
I would love to see another one of these but for Rocky Marciano. The actual greatest of all time,[],2019-04-27T15:09:37Z,@TheJigsaw298
"These videos are unreal dude! You better be getting paid by someone for these, I’d pay to watch hands down.",[],2019-04-27T13:12:48Z,@smarterthenyou79
fuck don king slimey ass,[],2019-04-27T03:44:30Z,@lazyboyentertainment8463
Donny Long is BACK. 😂😂😂😂😂,[],2019-04-25T16:48:26Z,@bigbrotherinlife1654
Do I hear Joe Rogan in this?!,[],2019-04-23T22:23:42Z,@imperfectcoversofperfectsongs
Mike Tyson should have had a boxing match with done king to teach the kient a lesson,[],2019-04-22T04:37:23Z,@ahmeddean3087
My dream fight is Muhammad ali vs Mike tyson 🌠🌠,[],2019-04-21T20:58:27Z,@isshin1957
thank you,[],2019-04-20T17:54:36Z,@jamalpautsch4799
Who can make a man fall from Grace to so low -  A woman !,[],2019-04-20T05:17:37Z,@incarnationcharls
Thanks again Mr Joseph Vincent for another bomb video that is way better than any ESPN crap this is better than them always putting it together thank you again I just wanted to say that all the way from Louisville Kentucky,[],2019-04-20T01:44:16Z,@louisvilleky502sopranos7
"Just imagine being one of the first handful of scrubs to fight Tyson, never heard of him, then you see this guy coming into the ring.",[],2019-04-19T09:11:40Z,@gswdeclan
In his prime he would have destroyed 2 hollyfields and 2 lewis‘s at the same time,[],2019-04-19T08:22:37Z,@DerStechaaaCAE
Does anyone know who the girl who was talking about mike have tuns of coke was,[],2019-04-19T03:52:46Z,@XOakTeacherX
F You Holyheadbutter,[],2019-04-19T03:29:22Z,@Iconhulk
Count out  20:23,[],2019-04-19T03:24:39Z,@Iconhulk
"There should be an option to double-up likes! When returning later to see the video, because it is just so good!",[],2019-04-18T18:30:49Z,@lorvik
"My best friend now former best friend (stupid ass) said Gay weather would beat MIKE TYSON LMAO!!! GET THE F OUTTA HERE
ONE HIT FROM TYSON GAY MAYWEATHER WOULD BE IN A COMA. DON'T UNDERSTAND MAYWEATHER FANS YOU REALLY THINK HE COULD BEAT TYSON LOL. TYSON HIT SO HARD GAY WEATHER RUN LIKE A LITTLE BITCH. BE SERIOUS KEEP IT REAL C'MON BRO TYSON WOULD DESTROY FLOYD. TYSON IS THE BEST EVER. HE NEVER RAN. MY FRIEND SAID FLOYD WOULD JUKE HIM LOL ARE U FUCKING SERIOUS. PUT GAYWEATHER IN A STREET FIGHT NO JUDGES NO POINT SYSTEM NO REFEREE JUST STREET FIGHT FLOYD WOULD LOSE TO A LOT OF FIGHTERS PERIOD!! REMEMBER FLOYD FANS U CAN'T WIN ON POINTS LOL ITS A STREET FIGHT NOBODY GIVES A FUCK U FIGHT TILL SOMEONE GETS KNOCKED OUT. FLOYD WOULD GET HIS KICKED BODY SLAMMED CHOCKED BEAT DOWN. LOL",[],2019-04-18T06:40:26Z,@thf1285
Tyson will always be the greatest in my damn book!!!🥇,[],2019-04-17T22:29:31Z,@FreddieBlaze
It will never be another Mike Tyson never the greatest ever lived.,[],2019-04-17T20:33:36Z,@reginaldjohnson747
⚠️ this fighter maybe very powerful,[],2019-04-17T02:07:12Z,@jermelhumphrey5660
Mike Tyson in his prime could he Muhammad Ali in my opinion I’m sorry but the man was an animal,[],2019-04-16T23:19:22Z,@bodiejessopofficial1568
"Mmm, these videos aren’t blocked at work. Doc a half hour pay boss",[],2019-04-16T11:56:24Z,@Walkerpyoung100
Joe Rogan voice over at around 4 min😂,[],2019-04-16T05:56:54Z,@melvin_Oliva00
9:30 It looks like he's in diapers,[],2019-04-15T21:06:13Z,@JayC-xv9lh
12:37 what was that,[],2019-04-15T10:12:03Z,@rubenme105
Im glad he bit his ears off,[],2019-04-15T09:02:43Z,@Vontae691
Wow phew! So raw yet deep,[],2019-04-14T14:58:25Z,@apontutul
"In his prime he really was the baddest man of all times, he was one-shoting huge guys like they were nothing . A true killing machine.",['As someone who watched Tyson coming up this was the sentiment of the time.'],2019-04-14T09:59:05Z,@haurenox7686
That he is,[],2019-04-14T05:50:29Z,@nicke9924
"Its heartbreaking to see his fall were caused by his own race and the true hero was actually the white guy that raised him and bring out the best in him...
stay great my hero, Mike Tyson","['Apit Rafiq yeah you never hear about shit like that tho', 'I do agree with you but wont voice my opinion as blacks will just say "" you\'re not black"" .', 'no you are supposed to hate on white people.', ""That's what I think too."", ""That's why its a fallacy to judge someone by skin color or ethnicity. Just because you share a ethnic background with someone, it doesn't mean they will have your best interests  at heart necessarily. Someone from a completely different ethnic background might possibly be the best person you've ever known to have your back. You just never know.""]",2019-04-14T01:57:23Z,@apitrafiq2616
God damn iron f**king Mike  ... should have knocked Dawn king's ass out.,[],2019-04-14T00:48:15Z,@julianmonize9123
If focus the greatest fighter that ever lived.,"[""That's a matter of opinion, not necessarily based on fact...Tyson fought an awful lot of tomato cans...when up against formidable opponents he was exposed on a few occasions...he was an outstanding fighter but it's debatable as to whether he could have been the best ever....""]",2019-04-13T15:19:04Z,@cheroncarter1056
@14:20 is the look of a defeated man! Damn I feel sorry for him!,[],2019-04-13T15:03:51Z,@fordatimebeing
Was that Trump???? 13:40,[],2019-04-13T07:47:00Z,@yurifan122894
I cannot tell you how many times I've watched one of your vids and said wow that's the best (fill in time here) I've ever spent on YouTube lol unreal,[],2019-04-13T04:28:04Z,@gimedemcookiesb3271
"First they give shelter to a tormented kid, train him, make him the greatest figther the mankind has ever seen, they keep him on a pedestal, throw him under the spotlight, make him a poster boy, ride with his fame. And then they judge him, critisize him as if they are better then him and suck on him, devour him. Crazy world.",[],2019-04-12T17:31:24Z,@TheKiranMuni
"HE WILL BE REMEMBERED AS THE MOST DESTRUCTIVE, FEROCIOUS FIGHTER THAT EVER LIVED. TYSON WILL BEAT ANY FIGHTER PAST PRESENT AND FUTURE EXCEPT FOR ALI WHO HE WOULD NEVER HAVE FOUGHT NO MATTER WHAT.",[],2019-04-12T13:31:10Z,@imranhussain55
tysons life is better than any hollywood movie lol dudes beyond legend people a thousand years from now when there is no more boxing and its looked at like we look at the gladiators of rome tyson will still be remembered as one of the wildest characters of all time.,[],2019-04-12T01:28:24Z,@TheMrmodernmonkey
25:05 damn I thought was Russell Westbrook for a moment,[],2019-04-11T21:15:57Z,@Nationof300
"Mike tyson will go down as the most blessed and gifted boxer in the history of boxing, who under the wing of a great father figure and away from drugs and women, could never be defeated due to his raw potential, and his offensive being titanic, his defensive being unbreakable and having a steel jaw.

He would never have lost a single fight if it wasnt for manipulating people trying to use him.

This is proof you are a product of your environment.
Discipline, consistancy, humbleness and attitude are all determined by who you see as a role model, and who youre around.
Surround yourself with people who only want the best out of you and dont surround yourself with manipulative gold diggers who dont care about anything but using you.",[],2019-04-11T07:32:30Z,@Tysonbax
Aaron Hernandez and Mike Tyson are the 2 most mentally damaged athletes in the 21st century and the 80s and 90s,[],2019-04-11T06:57:06Z,@treythomas6805
The goon Don killed Mike Tyson,[],2019-04-10T18:29:23Z,@jcsarawak9245
look into the guy who took em to the gym,[],2019-04-10T00:43:43Z,@RBYW1234
How did trump get here?,[],2019-04-09T23:51:52Z,@captaindoesytsupreme6474
"12:54 When Tyson fought Thomas, on that night, he was the greatest fighter to ever live.",[],2019-04-09T23:32:18Z,@BiggCuzz803
"Can't wait for the movie about his life, for me he is the greatest boxer of all time!! when he was 19  no living human could stop him in a ring, i'm an absolute french/irish fan of the black guy with a solid black trunks.....maximum respect to you mike.",[],2019-04-09T14:53:48Z,@arkaimadpiero2562
10:43 Good Lord. Hes out with the first punch. But he bounced off the ropes and took 3 more. The most devastating concoction of  ferocious ruthlessness ever to enter a ring. That corny enough?,[],2019-04-09T12:01:40Z,@TheVoiceofKizzy
Dony Long”Gone”,[],2019-04-09T09:31:26Z,@ADreadBellow
3:39 😭😭😭😭😭😭😭😭😭😭,[],2019-04-08T16:24:13Z,@xavierrainey8747
king bach before he did vines 5:26,[],2019-04-08T15:12:26Z,@Fang191
Mike Tyson is the result of when a Cancer gets a genuine caring person to guide them and believe in them then blossoms to their full potential... us cancers are unstoppable baby ! 🤞🏽,[],2019-04-08T05:48:48Z,@sbonfye8058
6:47 looked brutal as fuck,[],2019-04-08T01:26:12Z,@MartialMastirMob
"Mike Tyson was the best heavyweight ever when he was a cus fighter, then he got with Don king he became a regular fighter, he got with Don king and they give him pussy and he was never the same after that, they gave him a black trainer and rhythm and it was down hill from there!!",[],2019-04-07T09:06:48Z,@jaymoe2468
"Cus to Tyson: It's always good to throw the punch from where the opponent can't hit you, that the science of boxing...  AMAZING!!! 💯💯💯💯","['I relayed several times!!! 100% facts', 'Hit em’ where they least expect it']",2019-04-07T06:25:20Z,@mandypetersen3676
Julio cesar chavez,[],2019-04-07T04:05:16Z,@nelsonavila5498
TYSON WAS BEAST,[],2019-04-06T17:49:38Z,@franciswilliams2833
The boy mike was messy up man make growing man see Star,[],2019-04-06T14:42:55Z,@prophetsammythenazirite7879
I just loved how Mike never knew where his corner was lol,"['RJM Pictures he dropped out at 7 🤷\u200d♂️', 'Definitely had a problem remembering them throughout his career LOL......', 'The refs choose what corner you go to during a KO.', '@@duryl really? Never knew that.', ""@@steve17bf2 yeah check out any fight. When there's a knock down watch the ref direct the boxer to a neutral corner. Then they'll go and pick up on the count""]",2019-04-06T06:16:23Z,@RJMPictures
"Mikes and incredible dude, I’d love to meet him sometime. He’s been through it all and came out on the other end as a survivor and a loving, humble person. Huge respect to him.",[],2019-04-06T02:37:12Z,@Dunkaroos248
When is he gonna get his movie deal everyone else has one but not this guy. It make a great movie,[],2019-04-06T01:56:39Z,@pablo_13m88
Mike is to boxing like Mirko is to MMA minus the ear biting,[],2019-04-06T01:46:10Z,@Whin556
And the we got floyd..... almost every fight is a tag game,[],2019-04-05T17:33:24Z,@Sanncheztv
Good Night,[],2019-04-05T16:56:02Z,@runescapealkriad
Who tf put the mario coin sound in this vid😂,[],2019-04-05T01:10:52Z,@cslatez1799
2021 anyone?,[],2019-04-04T08:36:01Z,@midwayer11
He's a gladiator,[],2019-04-03T21:46:46Z,@magichands135
Trump is truly a legend himself.,[],2019-04-03T04:45:22Z,@howardkey6152
hey Joseph I’ve got a question can you do a josh Norman video i mean he is my favorite cornerback and this is my favorite channel btw nice video!!!!,[],2019-04-02T22:46:41Z,@JordyYT-nc5ms
Why is Amish paradise playing in the background?,[],2019-04-02T04:52:11Z,@MrJobelp
"@10:23
.....gahd Dam!
Oh,  and BTW 
One of the best Tyson comps, thx!
@15:10  XD!!  Charlie Murphy😎",[],2019-04-02T00:47:26Z,@michaelcovel3793
fucking beast,[],2019-03-31T09:29:26Z,@zacharydupuis1878
Nobody on planet Earth now and in the future ever being born will ever be able to beat Mike Tyson in his prime deal with it greatest ever. He would of  knockout Muhammad Ali in one round if thery are are both in their Prime he is not rope-a-dope in that shitt,[],2019-03-30T22:25:02Z,@calli5721
"yeah you could tell he never really lost he just gave up inside, he went from a driven machine, to champion, then after he had it all and lost everyone he would just stand there and eat hits not even moving, you could just see the depression and mental exhaustion in his face and movements",[],2019-03-30T15:39:53Z,@sethdouglas2765
"As much as he may still be alive, they should make a movie about Mike Tyson when he was in his prime time",[],2019-03-30T14:16:41Z,@simz2689
10:03 this dude looks like he's in the wrong ring.,[],2019-03-30T01:09:59Z,@gwansama9765
Tyson is the greatest boxer of all-time in the ring end of discussion...,"['I would love to see Ali vs Tyson', 'Robert Leach I think you forgot about sugar ray, Roy Jones Jr,  Ali', ""@boom chugaluga He fought a lot of nobodies because the big names didn't want to tarnish their records with a loss to Tyson in his prime. They were legitimately afraid to get in the ring with him."", '@@Mr_Heydrich 5 round tko for tyson!']",2019-03-30T00:57:58Z,@robertleach3335
Never show Larry Merchant in a video pls,[],2019-03-29T21:45:45Z,@drgdfhfdhfd498
Sardaukar!,[],2019-03-29T20:02:32Z,@Cl0ckcl0ck
They took advantage of a kid.,[],2019-03-29T09:33:46Z,@jayjahbless
a mother for a prostitute would make ANYBODY Mad as hell  I don't blame him,[],2019-03-28T03:23:17Z,@RICKEYDD
Lewis likes to brag about beating Mike. But he wouldn't have made it out of the second round. I'm not sure who he knocked out much later in 2000. A ghost of a man who once was something greater? It bothers me that he has always gloated over it. But to be honest it is like bragging about that fight you won in high school against the kid in the wheelchair.,[],2019-03-27T22:36:09Z,@justinfrazier9555
Is it me or do the refs stop the fight a little late.,['Lol'],2019-03-27T21:27:29Z,@A5h3n.
"The original ""one-punch man""",[],2019-03-27T20:37:21Z,@FLAallDay81Trey
What song was playing at the beginning????,[],2019-03-27T09:14:32Z,@guaporudeman8691
with hard work you can be greater than him just believe in yourself,"['So what you are waiting for? Show your hard work! If everyone can just do hard work and be greater than him, I am pretty sure he is not one of the greatest! It takes divine intervention for you and your hard work to beat the young and prime Mike Tyson']",2019-03-27T05:35:59Z,@herowek
"One of the most impressive things with him that you don't see in other fighters is, he knew when it was over, he never did a follow up ko punched, he just knew when it was over.",[],2019-03-26T09:14:59Z,@NocturnalRS
"""He conducts himself like someone stole from him.""",[],2019-03-25T10:34:20Z,@poopiepantsmcgee456
New sub after the Fury vid. 👍,['S'],2019-03-25T10:25:52Z,@poopiepantsmcgee456
12:37.   just anit right,[],2019-03-25T06:57:14Z,@ameenamims5000
"never knew about the headbutts.... now im ok with him biting his ear.... not the second time, though.",[],2019-03-25T00:08:19Z,@ksiyaskid
Spence stole his style hard body punches that open up opponents to hard KOs,[],2019-03-24T07:49:18Z,@Los2g
Very good video man. The footage of Tyson annihilating fools in the beginning of his career is probably the most insane boxing skills mankind will ever see,[],2019-03-24T02:44:49Z,@rodgermurphy5721
I see crooks hang together Trump and Don King!,[],2019-03-24T01:03:52Z,@genobourn7423
Givens was a gold  digging skank,[],2019-03-23T23:49:35Z,@samslick9000
Mike Tyson is the fucking shit yo I feel bad for all his challengers,[],2019-03-23T22:12:14Z,@codyjohnson1223
You definitely deserve more subs 👌💯!!,[],2019-03-23T18:13:29Z,@nicklemus999
"don king and donald trump are friends..""tell me who your friends are and I will tell you what you are"".",[],2019-03-23T17:55:53Z,@thoughts2536
That Duglas fight wonder where bitch ass D.k money was on,[],2019-03-22T20:26:19Z,@l.m652
Don King was a buttplug,[],2019-03-22T19:33:49Z,@mikeylafave1856
Wow the Fight around 5:00mins in was shake your head crazy. Wow what just happened,[],2019-03-22T19:09:23Z,@mikeylafave1856
How does he hit that hard. Imagine getting hit without those damn gloves,['Mikey LaFave the gloves have no protection at all on your head when you get hit . You hit harder with glove because it gives a better protection for your hand so you just go all in. No need of hesitation . Bare hand fighting breaks knuckles'],2019-03-22T19:07:17Z,@mikeylafave1856
Chewin On dat ear 25:04,[],2019-03-22T10:21:04Z,@davidwelch821
I saw him get hit 3 times and was like nope I’m not even finna finish,[],2019-03-22T10:14:46Z,@davidwelch821
"In his prime, no one is even close to him. He's the best to ever to it.",[],2019-03-21T22:49:26Z,@a-1286
If cus would of never died. Mike wouldn’t have never lost any fight,[],2019-03-21T14:29:38Z,@kashmerejackson2661
"This is by far one of the best boxing videos I have ever seen, editing, music, clips, order, details, everything is perfect. Amazing job on this I hope you do more vids like this",[],2019-03-21T13:33:19Z,@alshifra9149
"@ 5:15 ""Well I tell ya Michael Jack Johnson earned his money the hard way tonite."" HA HAA!!! Yeah no Sh!t.",[],2019-03-21T08:44:44Z,@PhilRockwell
5:18 he knocked that mullet loose 🤣🤣,[],2019-03-21T04:54:32Z,@mattrich1986
Caught me up in another video regarding Iron Mike Tyson time well spent!!,[],2019-03-20T23:35:57Z,@ironcrosstrainingltd6482
To add cus used to get Tyson hypnotized before fights,[],2019-03-20T23:27:08Z,@kashif121101
Joseph Vincent thanks for compiling this video.. Love from India..,[],2019-03-20T18:58:10Z,@TheKiranMuni
Mike Tyson is the best no dout🥊,[],2019-03-20T16:49:06Z,@kickboxing6853
Dude it’s a conspiracy...,"['It is.', 'Yes 👍🏽']",2019-03-20T02:58:56Z,@gitknownmedia3655
Tyson is still my champ,[],2019-03-20T02:41:31Z,@tyrellcunningham8998
